,Incident No.,View,Unit,Zone,Function,Category,Incident Nature,Incident Type,Description,Incident Date,Reporting Date,Status,Debit Note Status
168,168,FAR,DTA,C-Zone,Physical Security,Security,Security Lapse,SOP Violation,Security LapseSOP Violation,2022-01-29 00:00:00,2022-01-29,Approved By Site Head,
169,169,FAR,SEZ,Material Zone,Physical Security,Security,Access control related,Escape/ abscond,Access control relatedEscape/ abscond,2022-01-29 00:00:00,2022-01-29,Approved By Site Head,
170,170,FAR,PCG,DTA PCG,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2022-01-27 00:00:00,2022-01-27,Approved By Site Head,
171,171,FAR,PCG,DTA PCG,Physical Security,Security,Theft,Reported,TheftReported,2022-01-26 00:00:00,2022-01-26,Approved By Site Head,
172,172,FAR,DTA,C-Zone,Physical Security,Security,Alcohol,Recovered,AlcoholRecovered,2022-01-26 00:00:00,2022-01-26,Approved By Site Head,
173,173,FAR,PCG,SEZ PCG,Physical Security,Security,Theft,Reported,TheftReported,2022-01-26 00:00:00,2022-01-26,Approved By Site Head,
174,174,FAR,"KYA 6,7,8",KYA 6/7/8,Physical Security,Security,Special Observations / Night Round,Other Observations,Special Observations / Night RoundOther Observations,2022-01-26 00:00:00,2022-01-26,Approved By Site Head,
175,175,FAR,SEZ,Material Zone,Automation,Security,Critical Equipment down/Offline,Camera,Critical Equipment down/OfflineCamera,2022-01-26 00:00:00,2022-01-26,Approved By Site Head,
176,176,FAR,DTA,B-Zone,Physical Security,Security,Special Observations / Night Round,Other Observations,Special Observations / Night RoundOther Observations,2022-01-25 00:00:00,2022-01-25,Approved By Site Head,
177,177,FAR,"KYA 6,7,8",KYA 6/7/8,Physical Security,Security,Alcohol,Recovered,AlcoholRecovered,2022-01-25 00:00:00,2022-01-25,Approved By Site Head,
178,178,FAR,DTA,C-Zone,Physical Security,Security,Special Observations / Night Round,Other Observations,Special Observations / Night RoundOther Observations,2022-01-25 00:00:00,2022-01-25,Approved By Site Head,
179,179,FAR,DTA,Reliance Green,Physical Security,Others,IR issue,Scuffle,IR issueScuffle,2022-01-24 00:00:00,2022-01-24,Approved By Site Head,
180,180,FAR,MTF,MTF OSBL,Physical Security,Security,Special Observations / Night Round,Other Observations,Special Observations / Night RoundOther Observations,2022-01-24 00:00:00,2022-01-24,Approved By Site Head,
181,181,FAR,MTF,Off Shore,Physical Security,Security,Special Observations / Night Round,Other Observations,Special Observations / Night RoundOther Observations,2022-01-24 00:00:00,2022-01-24,Approved By Site Head,
182,182,FAR,PCG,SEZ PCG,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2022-01-23 00:00:00,2022-01-23,Approved By Site Head,
183,183,FAR,SEZ,Z-RTF,Physical Security,Others,Near Miss,,,2022-01-22 00:00:00,2022-01-22,Approved By Site Head,
184,184,FAR,DTA,C-Zone,Physical Security,Security,Access control related,Unauthorized Entry,Access control relatedUnauthorized Entry,2022-01-22 00:00:00,2022-01-22,Approved By Site Head,
185,185,FAR,DTA,C-Zone,Automation,Security,Damage to company property,Barrier,Damage to company propertyBarrier,2022-01-21 00:00:00,2022-01-21,Approved By Site Head,
186,186,FAR,MTF,MTF OSBL,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2022-01-21 00:00:00,2022-01-21,Approved By Site Head,
187,187,FAR,Off Site,H-Zone,Physical Security,Others,IR issue,Scuffle,IR issueScuffle,2022-01-21 00:00:00,2022-01-21,Approved By Site Head,
188,188,FAR,DTA,Reliance Green,Physical Security,Security,Special Observations / Night Round,Other Observations,Special Observations / Night RoundOther Observations,2022-01-20 00:00:00,2022-01-20,Approved By Site Head,
189,189,FAR,SEZ,Material Zone,Physical Security,Security,Access control related,Proxy Punching,Access control relatedProxy Punching,2022-01-20 00:00:00,2022-01-20,Approved By Site Head,
190,190,FAR,SEZ,D Zone,Traffic,Traffic incident,Near miss,,,2022-01-20 00:00:00,2022-01-20,Approved By Site Head,
191,191,FAR,PCG,SEZ PCG,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2022-01-20 00:00:00,2022-01-20,Approved By Site Head,
192,192,FAR,MTF,MTF ISBL,Physical Security,Security,Theft,Reported,TheftReported,2022-01-19 00:00:00,2022-01-20,Approved By Site Head,
193,193,FAR,MTF,MTF OSBL,Physical Security,Security,Access control related,Proxy Punching,Access control relatedProxy Punching,2022-01-19 00:00:00,2022-01-19,Approved By Site Head,
194,194,FAR,DTA,A-Zone,Traffic,Traffic incident,Near miss,,,2022-01-19 00:00:00,2022-01-19,Approved By Site Head,
195,195,FAR,DTA,A-Zone,Automation,Security,Damage to company property,Card reader,Damage to company propertyCard reader,2022-01-19 00:00:00,2022-01-19,Approved By Site Head,
196,196,FAR,DTA,C-Zone,Physical Security,Security,Access control related,Escape/ abscond,Access control relatedEscape/ abscond,2022-01-18 00:00:00,2022-01-18,Approved By Site Head,
197,197,FAR,C2,C2 Material,Traffic,Traffic incident,Others,,,2022-01-18 00:00:00,2022-01-18,Approved By Site Head,
198,198,FAR,C2,C2 Ops,Physical Security,Security,Impersonation,Forged EP,ImpersonationForged EP,2022-01-18 00:00:00,2022-01-18,Not Approved,
199,199,FAR,DTA,C-Zone,Physical Security,Security,Special Observations / Night Round,Other Observations,Special Observations / Night RoundOther Observations,2022-01-18 00:00:00,2022-01-18,Approved By Site Head,
200,200,FAR,MTF,MTF ISBL,Physical Security,Security,Theft,Reported,TheftReported,2022-01-18 00:00:00,2022-01-19,Not Approved,
201,201,FAR,DTA,C-Zone,Physical Security,Security,Access control related,Escape/ abscond,Access control relatedEscape/ abscond,2022-01-18 00:00:00,2022-01-18,Approved By Site Head,
202,202,FAR,Off Site,Off Site,Physical Security,Others,IR issue,Scuffle,IR issueScuffle,2022-01-16 00:00:00,2022-01-16,Approved By Zone IC,
203,203,FAR,"KYA 6,7,8",KYA 6/7/8,Physical Security,Security,Alcohol,Recovered,AlcoholRecovered,2022-01-16 00:00:00,2022-01-16,Approved By Site Head,
204,204,FAR,DTA,A-Zone,Physical Security,Security,Damage to company property,Other than SAS,Damage to company propertyOther than SAS,2022-01-15 00:00:00,2022-01-15,Approved By Site Head,
205,205,FAR,MTF,Haul Road,Automation,Security,Damage to company property,Others,Damage to company propertyOthers,2022-01-15 00:00:00,2022-01-15,Approved By Site Head,
206,206,FAR,C2,IIR,Physical Security,Security,Special Observations / Night Round,Other Observations,Special Observations / Night RoundOther Observations,2022-01-15 00:00:00,2022-01-15,Approved By Site Head,
207,207,FAR,DTA,B-Zone,Physical Security,Security,Special Observations / Night Round,Other Observations,Special Observations / Night RoundOther Observations,2022-01-15 00:00:00,2022-01-15,Approved By Site Head,
208,208,FAR,C2,C2 Material,Physical Security,Security,Alcohol,Recovered,AlcoholRecovered,2022-01-15 00:00:00,2022-01-15,Approved By Site Head,
209,209,FAR,"KYA 6,7,8",KYA 6/7/8,Physical Security,Security,Access control related,Escape/ abscond,Access control relatedEscape/ abscond,2022-01-14 00:00:00,2022-01-14,Approved By Site Head,
210,210,FAR,DTA,Reliance Green,Physical Security,Security,Security Lapse,Others,Security LapseOthers,2022-01-13 00:00:00,2022-01-13,Approved By Site Head,
211,211,FAR,MTF,Haul Road,Physical Security,Others,Emergency response,Others,Emergency responseOthers,2022-01-12 00:00:00,2022-01-12,Approved By Site Head,
212,212,FAR,DTA,C-Zone,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2022-01-12 00:00:00,2022-01-12,Approved By Site Head,
213,213,FAR,PCG,SEZ PCG,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2022-01-12 00:00:00,2022-01-12,Approved By Site Head,
214,214,FAR,Off Site,Off Site,Traffic,Traffic incident,Others,,,2022-01-12 00:00:00,2022-01-12,Approved By Site Head,
215,215,FAR,DTA,Reliance Green,Physical Security,Security,Damage to company property,Other than SAS,Damage to company propertyOther than SAS,2022-01-11 00:00:00,2022-01-11,Approved By Site Head,
216,216,FAR,MTF,MTF OSBL,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2022-01-10 00:00:00,2022-01-10,Approved By Site Head,
217,217,FAR,DTA,Reliance Green,Physical Security,Security,Access control related,Invalid EP,Access control relatedInvalid EP,2022-01-10 00:00:00,2022-01-10,Approved By Site Head,
218,218,FAR,"KYA 6,7,8",KYA 6/7/8,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2022-01-09 00:00:00,2022-01-09,Approved By Site Head,
219,219,FAR,"KYA 6,7,8",KYA 6/7/8,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2022-01-09 00:00:00,2022-01-09,Approved By Site Head,
220,220,FAR,C2,C2 Material,Automation,Security,Damage to company property,Barrier,Damage to company propertyBarrier,2022-01-09 00:00:00,2022-01-09,Approved By Site Head,
221,221,FAR,Off Site,Off Site,Traffic,Traffic incident,Others,,,2022-01-09 00:00:00,2022-01-09,Approved By Site Head,
222,222,FAR,Off Site,Off Site,Physical Security,Security,Special Observations / Night Round,Other Observations,Special Observations / Night RoundOther Observations,2022-01-08 00:00:00,2022-01-08,Approved By Zone IC,
223,223,FAR,DTA,C-Zone,Physical Security,Security,Special Observations / Night Round,Other Observations,Special Observations / Night RoundOther Observations,2022-01-08 00:00:00,2022-01-08,Approved By Site Head,
224,224,FAR,DTA,Reliance Green,Physical Security,Security,Special Observations / Night Round,Other Observations,Special Observations / Night RoundOther Observations,2022-01-08 00:00:00,2022-01-08,Approved By Site Head,
225,225,FAR,DTA,C-Zone,Physical Security,Security,Pilferage,Scrap,PilferageScrap,2022-01-07 00:00:00,2022-01-07,Approved By Site Head,
226,226,FAR,DTA,Reliance Green,Traffic,Traffic incident,Near miss,,,2022-01-07 00:00:00,2022-01-07,Approved By Site Head,
227,227,FAR,PCG,DTA PCG,Physical Security,Safety violation,Prohibited Material,Tobacco,Prohibited MaterialTobacco,2022-01-07 00:00:00,2022-01-07,Approved By Site Head,
228,228,FAR,C2,C2 Ops,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2022-01-07 00:00:00,2022-01-07,Approved By Site Head,
229,229,FAR,DTA,Reliance Green,Traffic,Traffic incident,Others,,,2022-01-07 00:00:00,2022-01-07,Approved By Site Head,
230,230,FAR,PCG,DTA PCG,Physical Security,Security,Access control related,Proxy Punching,Access control relatedProxy Punching,2022-01-07 00:00:00,2022-01-07,Approved By Site Head,
231,231,FAR,DTA,C-Zone,Physical Security,Security,Security Lapse,SOP Violation,Security LapseSOP Violation,2022-01-06 00:00:00,2022-01-06,Approved By Site Head,
232,232,FAR,SEZ,D Zone,Traffic,Traffic incident,Damaging property,,,2022-01-06 00:00:00,2022-01-06,Approved By Site Head,
233,233,FAR,DTA,A-Zone,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2022-01-05 00:00:00,2022-01-05,Approved By Site Head,
234,234,FAR,DTA,C-Zone,Physical Security,Security,Security Lapse,Others,Security LapseOthers,2022-01-04 00:00:00,2022-01-04,Approved By Site Head,
235,235,FAR,MTF,MTF OSBL,Traffic,Traffic incident,Damaging property,,,2022-01-04 00:00:00,2022-01-04,Approved By Site Head,
236,236,FAR,PCG,DTA PCG,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2022-01-04 00:00:00,2022-01-04,Approved By Site Head,
237,237,FAR,MTF,Off Shore,Physical Security,Others,Other Illness / Injury,,,2022-01-04 00:00:00,2022-01-04,Approved By Site Head,
238,238,FAR,Off Site,Off Site,Physical Security,Security,Special Observations / Night Round,Other Observations,Special Observations / Night RoundOther Observations,2022-01-04 00:00:00,2022-01-04,Approved By Zone IC,
239,239,FAR,SEZ,Material Zone,Traffic,Traffic incident,Near miss,,,2022-01-04 00:00:00,2022-01-04,Approved By Site Head,
240,240,FAR,C2,IIR,Physical Security,Others,Near Miss,,,2022-01-04 00:00:00,2022-01-04,Approved By Site Head,
241,241,FAR,C2,C2 Material,Traffic,Traffic incident,Near miss,,,2022-01-04 00:00:00,2022-01-04,Approved By Site Head,
242,242,FAR,Off Site,Off Site,Traffic,Traffic incident,Others,,,2022-01-03 00:00:00,2022-01-03,Approved By Site Head,
243,243,FAR,PCG,DTA PCG,Physical Security,Security,Access control related,Proxy Punching,Access control relatedProxy Punching,2022-01-03 00:00:00,2022-01-03,Approved By Site Head,
244,244,FAR,PCG,DTA PCG,Physical Security,Security,Access control related,Proxy Punching,Access control relatedProxy Punching,2022-01-03 00:00:00,2022-01-03,Approved By Site Head,
245,245,FAR,C2,C2 Ops,Automation,Security,Critical Equipment down/Offline,Others,Critical Equipment down/OfflineOthers,2022-01-03 00:00:00,2022-01-03,Approved By Site Head,
246,246,FAR,C2,C2 Material,Physical Security,Security,Special Observations / Night Round,Other Observations,Special Observations / Night RoundOther Observations,2022-01-03 00:00:00,2022-01-03,Approved By Site Head,
247,247,FAR,SEZ,D Zone,Traffic,Traffic incident,Near miss,,,2022-01-03 00:00:00,2022-01-03,Approved By Site Head,
248,248,FAR,DTA,Reliance Green,Traffic,Traffic incident,Near miss,,,2022-01-03 00:00:00,2022-01-03,Approved By Site Head,
249,249,FAR,DTA,C-Zone,Physical Security,Security,Access control related,Unauthorized Entry,Access control relatedUnauthorized Entry,2022-01-03 00:00:00,2022-01-03,Approved By Site Head,
250,250,FAR,DTA,Reliance Green,Physical Security,Security,Damage to company property,Other than SAS,Damage to company propertyOther than SAS,2022-01-02 00:00:00,2022-01-02,Approved By Site Head,
251,251,FAR,C2,C2 Ops,Physical Security,Others,Emergency response,Others,Emergency responseOthers,2022-01-01 00:00:00,2022-01-01,Approved By Site Head,
252,252,FAR,Off Site,Off Site,Traffic,Traffic incident,Others,,,2022-01-01 00:00:00,2022-01-01,Approved By Site Head,
253,253,FAR,C2,C&Q,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2022-01-01 00:00:00,2022-01-01,Approved By Site Head,
254,254,FAR,C2,IIR,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2022-01-01 00:00:00,2022-01-01,Approved By Site Head,
255,255,FAR,C2,IIR,Physical Security,Others,Near Miss,,,2022-01-01 00:00:00,2022-01-01,Approved By Site Head,
256,256,FAR,DTA,Reliance Green,Physical Security,Security,Access control related,Invalid EP,Access control relatedInvalid EP,2022-01-01 00:00:00,2022-01-01,Approved By Site Head,
257,257,FAR,C2,IIR,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2022-01-01 00:00:00,2022-01-01,Approved By Site Head,
258,258,FAR,Off Site,Off Site,Traffic,Traffic incident,Others,,,2021-12-31 00:00:00,2021-12-31,Approved By Site Head,
259,259,FAR,MTF,MTF ISBL,Physical Security,Security,Damage to company property,Other than SAS,Damage to company propertyOther than SAS,2021-12-31 00:00:00,2021-12-31,Not Approved,
260,260,FAR,DTA,C-Zone,Physical Security,Security,Special Observations / Night Round,Other Observations,Special Observations / Night RoundOther Observations,2021-12-31 00:00:00,2021-12-31,Approved By Site Head,
261,261,FAR,Off Site,Off Site,Traffic,Traffic incident,Near miss,,,2021-12-31 00:00:00,2021-12-31,Approved By Site Head,
262,262,FAR,C2,C2 Ops,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2021-12-30 00:00:00,2021-12-30,Approved By Site Head,
263,263,FAR,DTA,C-Zone,Physical Security,Security,Impersonation,Forged EP,ImpersonationForged EP,2021-12-30 00:00:00,2021-12-30,Approved By Site Head,
264,264,FAR,DTA,Reliance Green,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2021-12-30 00:00:00,2021-12-30,Approved By Site Head,
265,265,FAR,Off Site,Off Site,Traffic,Traffic incident,Near miss,,,2021-12-30 00:00:00,2021-12-30,Approved By Site Head,
266,266,FAR,DTA,C-Zone,Physical Security,Security,Special Observations / Night Round,Unidentified Flying Object,Special Observations / Night RoundUnidentified Flying Object,2021-12-29 00:00:00,2021-12-29,Approved By Site Head,
267,267,FAR,DTA,A-Zone,Physical Security,Security,Damage to company property,Other than SAS,Damage to company propertyOther than SAS,2021-12-29 00:00:00,2021-12-29,Approved By Site Head,
268,268,FAR,DTA,Reliance Green,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2021-12-29 00:00:00,2021-12-29,Approved By Site Head,
269,269,FAR,SEZ,D Zone,Physical Security,Security,Missing,,,2021-12-28 00:00:00,2021-12-28,Approved By Site Head,
270,270,FAR,DTA,B-Zone,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2021-12-28 00:00:00,2021-12-28,Approved By Site Head,
271,271,FAR,C2,C2 Material,Automation,Security,Critical Equipment down/Offline,Others,Critical Equipment down/OfflineOthers,2021-12-28 00:00:00,2021-12-28,Approved By Site Head,
272,272,FAR,DTA,Reliance Green,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,28-DEC-2021,2021-12-28,Approved By Site Head,
273,273,FAR,DTA,Reliance Green,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2021-12-28 00:00:00,2021-12-28,Approved By Site Head,
274,274,FAR,Off Site,Off Site,Physical Security,Security,Missing,,,2021-12-28 00:00:00,2021-12-28,Approved By Zone IC,
275,275,FAR,DTA,Reliance Green,Physical Security,Security,Access control related,Invalid EP,Access control relatedInvalid EP,2021-12-27 00:00:00,2021-12-27,Approved By Site Head,
276,276,FAR,DTA,B-Zone,Physical Security,Security,Access control related,Proxy Punching,Access control relatedProxy Punching,2021-12-27 00:00:00,2021-12-27,Approved By Site Head,
277,277,FAR,SEZ,Material Zone,Physical Security,Security,Access control related,Proxy Punching,Access control relatedProxy Punching,2021-12-27 00:00:00,2021-12-27,Approved By Site Head,
278,278,FAR,MTF,On Shore,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2021-12-27 00:00:00,2021-12-27,Approved By Site Head,
279,279,FAR,C2,IIR,Traffic,Traffic incident,Damaging property,,,2021-12-27 00:00:00,2021-12-27,Approved By Site Head,
